route,member_casual,road_distance_km,route_frequency
"41.9402,-87.6529,41.9455,-87.6464",member,1.185,622
"41.9402,-87.6529,41.9482,-87.6639",member,1.872,204
"41.9402,-87.6529,41.9491,-87.6486",member,1.624,289
"41.9408,-87.6392,41.881,-87.6167",casual,7.501,165
"41.9408,-87.6392,41.8923,-87.612",casual,6.539,396
"41.9408,-87.6392,41.901,-87.6238",casual,5.148,329
"41.9408,-87.6392,41.901,-87.6238",member,5.148,251
"41.9408,-87.6392,41.9117,-87.6268",casual,3.509,411
"41.9408,-87.6392,41.9117,-87.6268",member,3.509,204
"41.9408,-87.6392,41.9263,-87.6308",casual,1.982,275
"41.9408,-87.6392,41.9326,-87.6364",member,0.967,226
"41.9408,-87.6392,41.9367,-87.6368",member,0.497,245
"41.9408,-87.6392,41.964,-87.6382",casual,3.339,275
"41.9408,-87.6392,41.984,-87.6523",casual,5.17,125
"41.9437,-87.649,41.9376,-87.6441",member,1.122,286
"41.9437,-87.649,41.9402,-87.6529",casual,0.909,163
"41.9437,-87.649,41.9402,-87.6529",member,0.909,505
"41.9437,-87.649,41.9455,-87.6464",member,0.487,210
"41.9437,-87.649,41.9491,-87.6486",member,0.722,225
"41.9437,-87.649,41.9495,-87.6465",member,0.976,223
"41.9437,-87.664,41.9288,-87.6639",casual,1.688,152
"41.9437,-87.664,41.9358,-87.6636",member,0.877,297
"41.9437,-87.664,41.9395,-87.6637",member,0.465,259
"41.9437,-87.664,41.9402,-87.6529",casual,1.31,101
"41.9437,-87.664,41.9402,-87.6529",member,1.31,319
"41.9437,-87.664,41.9445,-87.6547",casual,0.834,100
"41.9437,-87.664,41.9482,-87.6639",member,0.5,613
"41.9437,-87.664,41.9507,-87.6687",member,1.259,226
"41.9437,-87.664,41.9528,-87.65",casual,2.152,102
"41.9437,-87.664,41.9542,-87.6644",member,1.168,346
"41.9445,-87.6547,41.9295,-87.6431",casual,1.956,142
"41.9445,-87.6547,41.9295,-87.6431",member,1.956,271
"41.9445,-87.6547,41.9312,-87.6443",casual,1.732,198
"41.9445,-87.6547,41.9312,-87.6443",member,1.732,254
"41.9445,-87.6547,41.9324,-87.6527",casual,1.481,122
"41.9445,-87.6547,41.9324,-87.6527",member,1.481,206
"41.9445,-87.6547,41.9363,-87.6527",casual,1.053,127
"41.9445,-87.6547,41.9365,-87.6475",casual,1.104,159
"41.9445,-87.6547,41.9365,-87.6475",member,1.104,291
"41.9445,-87.6547,41.9376,-87.6441",casual,1.324,142
"41.9445,-87.6547,41.9376,-87.6441",member,1.324,262
"41.9445,-87.6547,41.9402,-87.6529",member,0.61,293
"41.9445,-87.6547,41.9437,-87.664",casual,0.966,124
"41.9445,-87.6547,41.9437,-87.664",member,0.966,208
"41.9445,-87.6547,41.9482,-87.6639",casual,1.134,102
"41.9455,-87.6464,41.8923,-87.612",casual,7.553,143
"41.9455,-87.6464,41.9117,-87.6268",casual,4.523,114
"41.9455,-87.6464,41.9312,-87.6443",casual,2.139,121
"41.9455,-87.6464,41.9312,-87.6443",member,2.139,206
"41.9455,-87.6464,41.9365,-87.6475",member,1.511,206
"41.9455,-87.6464,41.9376,-87.6441",casual,0.942,165
"41.9455,-87.6464,41.9376,-87.6441",member,0.942,644
"41.9455,-87.6464,41.9401,-87.6455",member,0.747,261
"41.9455,-87.6464,41.9402,-87.6529",casual,1.48,154
"41.9455,-87.6464,41.9402,-87.6529",member,1.48,694
"41.9455,-87.6464,41.9437,-87.649",member,0.571,230
"41.9455,-87.6464,41.9445,-87.6547",member,1.468,206
"41.9455,-87.6464,41.9491,-87.6486",member,0.487,311
"41.9455,-87.6464,41.9494,-87.6545",casual,1.071,103
"41.9455,-87.6464,41.9495,-87.6465",casual,0.596,139
"41.9455,-87.6464,41.9495,-87.6465",member,0.596,288
"41.9455,-87.6464,41.9528,-87.65",member,0.916,221
"41.9455,-87.6464,41.9544,-87.648",member,1.167,325
"41.9455,-87.6464,41.964,-87.6382",casual,2.902,154
"41.9482,-87.6639,41.9358,-87.6636",member,1.378,218
"41.9482,-87.6639,41.9365,-87.6475",member,2.172,216
"41.9482,-87.6639,41.9395,-87.6637",member,0.965,274
"41.9482,-87.6639,41.9437,-87.664",casual,0.5,103
"41.9482,-87.6639,41.9437,-87.664",member,0.5,557
"41.9482,-87.6639,41.9494,-87.6545",member,0.919,278
"41.9482,-87.6639,41.9495,-87.6465",member,1.561,321
"41.9482,-87.6639,41.9507,-87.6687",member,0.689,253
"41.9482,-87.6639,41.9542,-87.6644",member,0.668,463
"41.9491,-87.6486,41.9365,-87.6475",member,1.548,376
"41.9491,-87.6486,41.9376,-87.6441",casual,1.385,214
"41.9491,-87.6486,41.9376,-87.6441",member,1.385,448
"41.9491,-87.6486,41.9401,-87.6455",casual,1.19,109
"41.9491,-87.6486,41.9401,-87.6455",member,1.19,277
"41.9491,-87.6486,41.9402,-87.6529",member,1.566,254
"41.9491,-87.6486,41.9437,-87.649",member,1.014,244
"41.9491,-87.6486,41.9455,-87.6464",member,0.737,379
"41.9491,-87.6486,41.9482,-87.6639",casual,1.606,102
"41.9491,-87.6486,41.9494,-87.6545",casual,0.866,113
"41.9491,-87.6486,41.9494,-87.6545",member,0.866,298
"41.9491,-87.6486,41.9495,-87.6465",member,0.204,468
"41.9491,-87.6486,41.9528,-87.65",member,0.469,304
"41.9491,-87.6486,41.9542,-87.6544",member,1.014,449
"41.9491,-87.6486,41.9544,-87.648",member,0.718,450
"41.9491,-87.6486,41.9579,-87.6495",casual,1.481,146
"41.9491,-87.6486,41.9579,-87.6495",member,1.481,758
"41.9491,-87.6486,41.9585,-87.655",member,1.304,376
"41.9491,-87.6486,41.961,-87.6496",casual,1.379,153
"41.9491,-87.6486,41.961,-87.6496",member,1.379,494
"41.9491,-87.6486,41.9617,-87.6546",casual,1.535,115
"41.9491,-87.6486,41.9617,-87.6546",member,1.535,693
"41.9491,-87.6486,41.964,-87.6382",casual,2.458,119
"41.9494,-87.6545,41.9482,-87.6639",member,1.165,282
"41.9494,-87.6545,41.9491,-87.6486",member,0.516,284
"41.9494,-87.6545,41.9495,-87.6465",member,0.72,342
"41.9494,-87.6545,41.9508,-87.6592",member,0.656,204
"41.9494,-87.6545,41.9542,-87.6544",casual,0.533,104
"41.9494,-87.6545,41.9542,-87.6544",member,0.533,541
"41.9494,-87.6545,41.9544,-87.648",member,1.083,367
"41.9494,-87.6545,41.9585,-87.655",casual,1.033,105
"41.9494,-87.6545,41.9617,-87.6546",casual,1.367,100
"41.9495,-87.6465,41.8923,-87.612",casual,8.857,154
"41.9495,-87.6465,41.9117,-87.6268",casual,5.828,144
"41.9495,-87.6465,41.9263,-87.6308",casual,4.3,123
"41.9495,-87.6465,41.9376,-87.6441",casual,1.496,168
"41.9495,-87.6465,41.9376,-87.6441",member,1.496,332
"41.9495,-87.6465,41.9401,-87.6455",member,1.301,245
"41.9495,-87.6465,41.9408,-87.6392",casual,1.328,113
"41.9495,-87.6465,41.9437,-87.649",member,1.125,239
"41.9495,-87.6465,41.9455,-87.6464",member,0.991,320
"41.9495,-87.6465,41.9482,-87.6639",member,1.86,326
"41.9495,-87.6465,41.9491,-87.6486",member,0.356,213
"41.9495,-87.6465,41.9494,-87.6545",member,1.008,515
"41.9495,-87.6465,41.9542,-87.6544",member,1.108,514
"41.9495,-87.6465,41.9544,-87.648",member,0.57,481
"41.9495,-87.6465,41.9579,-87.6495",member,1.333,329
"41.9495,-87.6465,41.9617,-87.6546",member,1.63,211
"41.9495,-87.6465,41.964,-87.6382",casual,2.31,170
"41.95,-87.65,41.93,-87.64",casual,3.423,106
"41.95,-87.65,41.9376,-87.6441",casual,2.003,110
"41.95,-87.65,41.94,-87.64",casual,2.252,211
"41.95,-87.65,41.94,-87.64",member,2.252,424
"41.95,-87.66,41.93,-87.64",casual,3.061,105
"41.95,-87.66,41.93,-87.65",casual,2.997,161
"41.95,-87.66,41.93,-87.65",member,2.997,211
"41.95,-87.66,41.94,-87.64",casual,2.681,183
"41.95,-87.66,41.94,-87.65",casual,1.499,270
"41.95,-87.66,41.94,-87.65",member,1.499,319
"41.95,-87.66,41.94,-87.67",casual,2.051,132
"41.95,-87.66,41.96,-87.65",casual,1.958,100
"41.95,-87.66,41.96,-87.65",member,1.958,211
"41.95,-87.66,41.97,-87.67",casual,2.622,107
"41.9507,-87.6687,41.9437,-87.664",member,1.159,329
"41.9507,-87.6687,41.9482,-87.6639",member,0.659,270
"41.9508,-87.6592,41.9733,-87.6679",casual,2.672,109
"41.9528,-87.65,41.9402,-87.6529",member,1.86,214
"41.9528,-87.65,41.9437,-87.649",member,1.443,222
"41.9528,-87.65,41.9437,-87.664",casual,2.152,104
"41.9528,-87.65,41.9455,-87.6464",member,1.088,238
"41.9528,-87.65,41.9491,-87.6486",member,0.469,367
"41.9528,-87.65,41.9494,-87.6545",casual,0.734,148
"41.9528,-87.65,41.9494,-87.6545",member,0.734,237
"41.9528,-87.65,41.9542,-87.6544",casual,0.541,121
"41.9528,-87.65,41.9542,-87.6544",member,0.541,540
"41.9528,-87.65,41.9544,-87.648",member,0.346,227
"41.9528,-87.65,41.9579,-87.6495",member,1.23,226
"41.9528,-87.65,41.9617,-87.6546",casual,1.118,136
"41.9528,-87.65,41.9617,-87.6546",member,1.118,404
"41.9528,-87.65,41.964,-87.6382",casual,2.206,104
"41.9542,-87.6544,41.9402,-87.6529",casual,1.659,114
"41.9542,-87.6544,41.9437,-87.664",casual,2.016,101
"41.9542,-87.6544,41.9491,-87.6486",member,1.049,441
"41.9542,-87.6544,41.9494,-87.6545",casual,0.533,139
"41.9542,-87.6544,41.9494,-87.6545",member,0.533,315
"41.9542,-87.6544,41.9495,-87.6465",member,1.108,484
"41.9542,-87.6544,41.9528,-87.65",member,0.541,368
"41.9542,-87.6544,41.9544,-87.648",member,0.599,698
"41.9542,-87.6544,41.9579,-87.6495",casual,1.443,131
"41.9542,-87.6544,41.9579,-87.6495",member,1.443,812
"41.9542,-87.6544,41.9585,-87.655",casual,0.5,100
"41.9542,-87.6544,41.9585,-87.655",member,0.5,759
"41.9542,-87.6544,41.961,-87.6496",member,1.166,287
"41.9542,-87.6544,41.9617,-87.6546",casual,0.834,177
"41.9542,-87.6544,41.9617,-87.6546",member,0.834,472
"41.9542,-87.6544,41.964,-87.6382",casual,2.42,113
"41.9542,-87.6644,41.9437,-87.664",member,1.168,519
"41.9542,-87.6644,41.9482,-87.6639",member,0.668,363
"41.9544,-87.648,41.9376,-87.6441",casual,2.805,101
"41.9544,-87.648,41.9376,-87.6441",member,2.805,276
"41.9544,-87.648,41.9437,-87.649",member,1.695,207
"41.9544,-87.648,41.9455,-87.6464",member,1.382,307
"41.9544,-87.648,41.9491,-87.6486",member,0.763,456
"41.9544,-87.648,41.9494,-87.6545",casual,1.083,139
"41.9544,-87.648,41.9494,-87.6545",member,1.083,478
"41.9544,-87.648,41.9495,-87.6465",casual,0.57,105
"41.9544,-87.648,41.9495,-87.6465",member,0.57,569
"41.9544,-87.648,41.9528,-87.65",member,0.346,314
"41.9544,-87.648,41.9542,-87.6544",member,0.599,699
"41.9544,-87.648,41.9617,-87.6546",member,1.11,327
"41.9544,-87.648,41.964,-87.6382",casual,1.86,142
"41.9579,-87.6495,41.9491,-87.6486",member,1.154,516
"41.9579,-87.6495,41.9495,-87.6465",member,1.128,233
"41.9579,-87.6495,41.9528,-87.65",member,0.737,343
"41.9579,-87.6495,41.9542,-87.6544",casual,0.823,147
"41.9579,-87.6495,41.9542,-87.6544",member,0.823,650
"41.9579,-87.6495,41.9617,-87.6546",member,0.858,278
"41.9579,-87.6495,41.964,-87.6382",casual,1.533,111
"41.9579,-87.6495,41.964,-87.6382",member,1.533,218
"41.9585,-87.655,41.9491,-87.6486",member,1.304,397
"41.9585,-87.655,41.9494,-87.6545",casual,1.033,174
"41.9585,-87.655,41.9494,-87.6545",member,1.033,254
"41.9585,-87.655,41.9542,-87.6544",casual,0.5,116
"41.9585,-87.655,41.9542,-87.6544",member,0.5,847
"41.96,-87.64,41.95,-87.65",casual,3.378,108
"41.96,-87.64,41.964,-87.6382",casual,0.946,106
"41.96,-87.65,41.95,-87.66",member,2.23,224
"41.96,-87.65,41.9542,-87.6544",member,1.038,216
"41.961,-87.6496,41.9491,-87.6486",casual,1.96,149
"41.961,-87.6496,41.9491,-87.6486",member,1.96,554
"41.961,-87.6496,41.9494,-87.6545",casual,2.28,111
"41.961,-87.6496,41.964,-87.6382",member,1.107,256
"41.9614,-87.6762,41.9543,-87.6861",member,1.657,205
"41.9617,-87.6546,41.9491,-87.6486",member,1.536,463
"41.9617,-87.6546,41.9494,-87.6545",casual,1.367,109
"41.9617,-87.6546,41.9528,-87.65",casual,1.118,102
"41.9617,-87.6546,41.9528,-87.65",member,1.118,332
"41.9617,-87.6546,41.9542,-87.6544",member,0.834,507
"41.9617,-87.6546,41.9544,-87.648",member,1.11,335
"41.9617,-87.6546,41.9579,-87.6495",member,1.345,308
"41.9617,-87.6546,41.964,-87.6382",casual,1.423,151
"41.9639,-87.6382,41.96,-87.64",casual,0.863,128
"41.964,-87.6382,41.8923,-87.612",casual,9.768,327
"41.964,-87.6382,41.901,-87.6238",casual,8.377,165
"41.964,-87.6382,41.9117,-87.6268",casual,6.738,178
"41.964,-87.6382,41.9263,-87.6308",casual,5.21,300
"41.964,-87.6382,41.9263,-87.6308",member,5.21,314
"41.964,-87.6382,41.9326,-87.6364",casual,4.217,131
"41.964,-87.6382,41.9367,-87.6368",casual,3.747,193
"41.964,-87.6382,41.9376,-87.6441",casual,4.165,120
"41.964,-87.6382,41.9408,-87.6392",casual,3.251,281
"41.964,-87.6382,41.9437,-87.649",casual,3.415,111
"41.964,-87.6382,41.9455,-87.6464",casual,3.292,159
"41.964,-87.6382,41.9491,-87.6486",casual,2.616,108
"41.964,-87.6382,41.9494,-87.6545",casual,2.936,123
"41.964,-87.6382,41.9495,-87.6465",casual,2.423,236
"41.964,-87.6382,41.9528,-87.65",casual,2.199,105
"41.964,-87.6382,41.9542,-87.6544",casual,2.412,130
"41.964,-87.6382,41.9544,-87.648",casual,1.853,178
"41.964,-87.6382,41.9579,-87.6495",casual,1.493,139
"41.964,-87.6382,41.9579,-87.6495",member,1.493,225
"41.964,-87.6382,41.9585,-87.655",casual,1.868,113
"41.964,-87.6382,41.96,-87.64",casual,0.872,167
"41.964,-87.6382,41.961,-87.6496",member,1.16,210
"41.964,-87.6382,41.9617,-87.6546",casual,1.423,158
"41.964,-87.6382,41.9652,-87.6581",casual,1.778,134
"41.964,-87.6382,41.9658,-87.6454",casual,1.182,107
"41.964,-87.6382,41.9716,-87.6502",casual,1.496,125
"41.964,-87.6382,41.984,-87.6523",casual,2.921,222
"41.964,-87.6382,41.984,-87.6523",member,2.921,327
"41.9652,-87.6581,41.964,-87.6382",casual,1.778,106
"41.9652,-87.6581,41.9658,-87.6454",casual,1.047,112
"41.9652,-87.6581,41.9671,-87.6673",member,1.291,290
"41.9652,-87.6581,41.9695,-87.6547",member,1.035,356
"41.9658,-87.6454,41.8923,-87.612",casual,10.092,124
"41.9658,-87.6454,41.9263,-87.6308",casual,5.534,135
"41.9658,-87.6454,41.964,-87.6382",casual,0.731,125
"41.9658,-87.6454,41.9652,-87.6581",casual,1.515,112
"41.9658,-87.6454,41.984,-87.6523",casual,2.471,107
"41.9671,-87.6673,41.9652,-87.6581",member,0.931,280
"41.9671,-87.6673,41.9684,-87.6742",member,1.186,228
"41.9671,-87.6673,41.9733,-87.6679",member,0.738,204
"41.9671,-87.6673,41.978,-87.6686",casual,1.259,137
"41.9671,-87.6673,41.978,-87.6686",member,1.259,252
"41.9671,-87.679,41.9756,-87.6795",casual,0.949,159
"41.9671,-87.679,41.9756,-87.6795",member,0.949,231
"41.9684,-87.6742,41.9671,-87.6673",member,0.813,362
"41.9684,-87.6742,41.9733,-87.6679",member,1.081,275
"41.9688,-87.6577,41.9652,-87.6581",member,0.531,275
"41.9691,-87.6742,41.9733,-87.6679",member,1.003,229
"41.9695,-87.6547,41.9652,-87.6581",member,0.922,425
"41.9716,-87.6502,41.964,-87.6382",casual,1.496,118
"41.9733,-87.6548,41.9695,-87.6547",member,0.84,242
"41.9733,-87.6679,41.9652,-87.6581",member,1.639,211
"41.9733,-87.6679,41.9671,-87.6673",member,1.031,272
"41.9733,-87.6679,41.9684,-87.6742",member,1.799,341
"41.9733,-87.6679,41.9691,-87.6742",member,1.066,204
"41.9733,-87.6679,41.9738,-87.6597",member,0.704,484
"41.9738,-87.6597,41.9733,-87.6679",member,0.704,332
"41.9738,-87.6597,41.9784,-87.6598",member,0.513,263
"41.9756,-87.6795,41.9671,-87.679",casual,0.949,219
"41.9756,-87.6795,41.9671,-87.679",member,0.949,304
"41.978,-87.6686,41.9671,-87.6673",member,1.491,221
"41.978,-87.6686,41.9733,-87.6679",member,0.745,235
"41.978,-87.6686,41.9784,-87.6598",member,1.343,307
"41.9784,-87.6598,41.9738,-87.6597",member,1.203,252
"41.9784,-87.6598,41.978,-87.6686",casual,1.514,167
"41.9784,-87.6598,41.978,-87.6686",member,1.514,441
"41.9784,-87.6598,41.9948,-87.6603",member,1.824,212
"41.98,-87.66,41.978,-87.6686",member,0.926,242
"41.9836,-87.6692,41.9733,-87.6679",member,1.317,281
"41.9836,-87.6692,41.984,-87.6603",member,1.154,407
"41.984,-87.6523,41.8923,-87.612",casual,12.242,135
"41.984,-87.6523,41.901,-87.6238",casual,10.852,126
"41.984,-87.6523,41.9263,-87.6308",casual,7.685,149
"41.984,-87.6523,41.9263,-87.6308",member,7.685,359
"41.984,-87.6523,41.9408,-87.6392",casual,5.726,125
"41.984,-87.6523,41.964,-87.6382",casual,3.593,179
"41.984,-87.6523,41.964,-87.6382",member,3.593,243
"41.984,-87.6523,41.9658,-87.6454",casual,3.078,181
"41.9897,-87.6601,41.984,-87.6523",casual,4.776,112
"41.9897,-87.6601,41.984,-87.6603",member,1.313,212
"41.9909,-87.6697,41.9897,-87.6601",casual,1.08,117
"41.9948,-87.6603,42.0046,-87.6614",member,1.498,207
"42.0045,-87.6724,42.009,-87.6741",casual,0.889,109
"42.0127,-87.6661,42.016,-87.6686",casual,0.54,208
"42.016,-87.6686,42.0127,-87.6661",casual,0.546,216
"42.0482,-87.6835,42.0326,-87.6791",casual,2.031,149
"42.0482,-87.6835,42.0483,-87.6982",casual,1.511,107
"42.0482,-87.6835,42.0505,-87.6778",casual,0.732,114
"42.0482,-87.6835,42.0529,-87.6734",member,1.578,328
"42.0482,-87.6835,42.0582,-87.6774",casual,1.636,309
"42.0482,-87.6835,42.0582,-87.6774",member,1.636,697
"42.05,-87.68,42.0582,-87.6774",casual,1.401,183
"42.05,-87.68,42.0582,-87.6774",member,1.401,215
"42.05,-87.68,42.06,-87.67",casual,2.489,125
"42.05,-87.68,42.06,-87.67",member,2.489,230
"42.0505,-87.6778,42.0482,-87.6835",casual,0.996,116
"42.0505,-87.6778,42.0582,-87.6774",casual,0.984,703
"42.0505,-87.6778,42.0582,-87.6774",member,0.984,1025
"42.0529,-87.6734,42.0482,-87.6835",member,1.704,279
"42.0529,-87.6734,42.0582,-87.6774",casual,1.506,101
"42.0529,-87.6734,42.0582,-87.6774",member,1.506,212
"42.0582,-87.6774,42.0482,-87.6835",casual,1.631,361
"42.0582,-87.6774,42.0482,-87.6835",member,1.631,787
"42.0582,-87.6774,42.0505,-87.6778",casual,1.032,600
"42.0582,-87.6774,42.0505,-87.6778",member,1.032,951
"42.0582,-87.6774,42.0529,-87.6734",casual,1.565,138
"42.0582,-87.6774,42.0529,-87.6734",member,1.565,238
"42.0582,-87.6775,42.0482,-87.6835",casual,1.624,118
"42.0582,-87.6775,42.05,-87.68",casual,1.312,132
"42.0582,-87.6775,42.0505,-87.6778",casual,1.025,130
"42.06,-87.67,42.05,-87.68",casual,2.257,122
